Country,Commodity type,srcYear,Imports or exports,Quantity of imports or exports of principal agricultural commodities ,Value of imports or exports of principal agricultural commodities ,YearCode,Year
India,Processed meat,2017-18,Imports,0,3.22,2017,"Financial Year (Apr - Mar), 2017"
India,Tobacco unmanufactured,2017-18,Exports,185.36,3828.13,2017,"Financial Year (Apr - Mar), 2017"
India,Other meat,2017-18,Imports,0.02,27.8,2017,"Financial Year (Apr - Mar), 2017"
India,Dairy products,2017-18,Exports,102.26,1954.63,2017,"Financial Year (Apr - Mar), 2017"
India,Sheep/goat meat,2017-18,Imports,0.01,13.36,2017,"Financial Year (Apr - Mar), 2017"
India,Guargam meal,2017-18,Imports,0.43,3.3,2017,"Financial Year (Apr - Mar), 2017"
India,Tobacco manufactured,2017-18,Exports,,2193.58,2017,"Financial Year (Apr - Mar), 2017"
India,Buffalo meat,2017-18,Imports,0,0,2017,"Financial Year (Apr - Mar), 2017"
India,Shellac,2017-18,Imports,0,18.38,2017,"Financial Year (Apr - Mar), 2017"
India,Spices,2017-18,Exports,1096.32,20084.91,2017,"Financial Year (Apr - Mar), 2017"
India,Sheep/goat meat,2017-18,Exports,22.8,843.61,2017,"Financial Year (Apr - Mar), 2017"
India,Animal casings,2017-18,Imports,0,0,2017,"Financial Year (Apr - Mar), 2017"
India,Ayush and herbal products,2017-18,Exports,89.1,2940.06,2017,"Financial Year (Apr - Mar), 2017"
India,Cashew,2017-18,Exports,90.06,5945.28,2017,"Financial Year (Apr - Mar), 2017"
India,Shellac,2017-18,Exports,6.53,285.18,2017,"Financial Year (Apr - Mar), 2017"
India,Misc processed items,2017-18,Imports,,2249.73,2017,"Financial Year (Apr - Mar), 2017"
India,Fruits/vegetable seeds,2017-18,Imports,0,768.26,2017,"Financial Year (Apr - Mar), 2017"
India,Cashew nut shell liquid,2017-18,Exports,8.33,32.63,2017,"Financial Year (Apr - Mar), 2017"
India,Milled products,2017-18,Imports,0,13.02,2017,"Financial Year (Apr - Mar), 2017"
India,Cocoa products,2017-18,Imports,0,1473.1,2017,"Financial Year (Apr - Mar), 2017"
India,Sesame seeds,2017-18,Imports,26.27,176.77,2017,"Financial Year (Apr - Mar), 2017"
India,Cereal preparations,2017-18,Imports,0.58,659.68,2017,"Financial Year (Apr - Mar), 2017"
India,Castor oil,2017-18,Imports,0.04,2.54,2017,"Financial Year (Apr - Mar), 2017"
India,Niger seeds,2017-18,Imports,5.33,29,2017,"Financial Year (Apr - Mar), 2017"
India,Cashew,2017-18,Imports,654.02,9134.33,2017,"Financial Year (Apr - Mar), 2017"
India,Processed fruits and juices,2017-18,Imports,0,803.81,2017,"Financial Year (Apr - Mar), 2017"
India,"Jute, raw",2017-18,Exports,27.2,95.43,2017,"Financial Year (Apr - Mar), 2017"
India,Groundnut,2017-18,Imports,1.72,13.04,2017,"Financial Year (Apr - Mar), 2017"
India,Animal casings,2017-18,Exports,12.42,327.44,2017,"Financial Year (Apr - Mar), 2017"
India,Misc processed items,2017-18,Exports,,3548.95,2017,"Financial Year (Apr - Mar), 2017"
India,Oil meals,2017-18,Exports,3570.78,7043.15,2017,"Financial Year (Apr - Mar), 2017"
India,Other meat,2017-18,Exports,0.45,7,2017,"Financial Year (Apr - Mar), 2017"
India,Vegetable oils,2017-18,Exports,37.06,566.04,2017,"Financial Year (Apr - Mar), 2017"
India,Milled products,2017-18,Exports,270.4,876.62,2017,"Financial Year (Apr - Mar), 2017"
India,Processed vegetables,2017-18,Imports,0,134.83,2017,"Financial Year (Apr - Mar), 2017"
India,Other oil seeds,2017-18,Exports,295.1,1126.32,2017,"Financial Year (Apr - Mar), 2017"
India,Cocoa products,2017-18,Exports,29.58,1144.35,2017,"Financial Year (Apr - Mar), 2017"
India,Coffee,2017-18,Imports,77.22,996.5,2017,"Financial Year (Apr - Mar), 2017"
India,Mollases,2017-18,Imports,0.01,69.29,2017,"Financial Year (Apr - Mar), 2017"
India,Percentage Share of Agricultural Exports in National Exports,2017-18,Exports,,12.86,2017,"Financial Year (Apr - Mar), 2017"
India,Rice- Basmati,2017-18,Imports,0,0,2017,"Financial Year (Apr - Mar), 2017"
India,Guargam meal,2017-18,Exports,494.13,4169.56,2017,"Financial Year (Apr - Mar), 2017"
India,Cereal preparations,2017-18,Exports,353.35,3561.69,2017,"Financial Year (Apr - Mar), 2017"
India,Other oil seeds,2017-18,Imports,127.35,364.59,2017,"Financial Year (Apr - Mar), 2017"
India,Sugar,2017-18,Exports,1757.93,5225.6,2017,"Financial Year (Apr - Mar), 2017"
India,Rice (other than Basmati),2017-18,Imports,2.12,12.18,2017,"Financial Year (Apr - Mar), 2017"
India,Groundnut,2017-18,Exports,504.04,3386.3,2017,"Financial Year (Apr - Mar), 2017"
India,Dairy products,2018-19,Exports,180.69,3375.73,2018,"Financial Year (Apr - Mar), 2018"
India,Marine products,2018-19,Exports,1672.39,47664.94,2018,"Financial Year (Apr - Mar), 2018"
India,Other meat,2018-19,Imports,0.88,30.65,2018,"Financial Year (Apr - Mar), 2018"
India,Cotton raw including Waste,2018-19,Exports,1143.07,14627.55,2018,"Financial Year (Apr - Mar), 2018"
India,Wheat,2018-19,Imports,2.75,5.44,2018,"Financial Year (Apr - Mar), 2018"
India,Jute hessian,2018-19,Exports,,795.77,2018,"Financial Year (Apr - Mar), 2018"
India,Rice (other than Basmati),2018-19,Imports,6.87,32.14,2018,"Financial Year (Apr - Mar), 2018"
India,Other cereals,2018-19,Imports,244.32,471.28,2018,"Financial Year (Apr - Mar), 2018"
India,Total National Exports,2018-19,Exports,,2307726.19,2018,"Financial Year (Apr - Mar), 2018"
India,Sugar,2018-19,Exports,3989.66,9523.14,2018,"Financial Year (Apr - Mar), 2018"
India,Processed vegetables,2018-19,Exports,228.97,2055.41,2018,"Financial Year (Apr - Mar), 2018"
India,Tobacco unmanufactured,2018-19,Exports,189.55,3984.53,2018,"Financial Year (Apr - Mar), 2018"
India,Total Agricultural Exports,2018-19,Exports,,274571.28,2018,"Financial Year (Apr - Mar), 2018"
India,Castor oil,2018-19,Imports,0.22,5.32,2018,"Financial Year (Apr - Mar), 2018"
India,Pulses,2018-19,Imports,2527.88,8035.3,2018,"Financial Year (Apr - Mar), 2018"
India,Percentage Share of Agricultural Exports in National Exports,2018-19,Exports,,11.9,2018,"Financial Year (Apr - Mar), 2018"
India,Niger seeds,2018-19,Exports,13.37,95.5,2018,"Financial Year (Apr - Mar), 2018"
India,Buffalo meat,2018-19,Exports,1233.38,25091.43,2018,"Financial Year (Apr - Mar), 2018"
India,Fresh vegetables,2018-19,Imports,14.75,24.22,2018,"Financial Year (Apr - Mar), 2018"
India,Sheep/goat meat,2018-19,Imports,0.12,10.83,2018,"Financial Year (Apr - Mar), 2018"
India,Fresh vegetables,2018-19,Exports,3192.49,5679.1,2018,"Financial Year (Apr - Mar), 2018"
India,Groundnut,2018-19,Imports,1.09,8.14,2018,"Financial Year (Apr - Mar), 2018"
India,Misc processed items,2018-19,Exports,,4613.38,2018,"Financial Year (Apr - Mar), 2018"
India,Oil meals,2018-19,Exports,4493.29,10557.48,2018,"Financial Year (Apr - Mar), 2018"
India,Tobacco manufactured,2018-19,Exports,,2874.07,2018,"Financial Year (Apr - Mar), 2018"
India,Tobacco unmanufactured,2018-19,Imports,2.6,102.89,2018,"Financial Year (Apr - Mar), 2018"
India,Percentage Share of Agricultural Imports in National Imports,2018-19,Imports,,3.81,2018,"Financial Year (Apr - Mar), 2018"
India,Buffalo meat,2018-19,Imports,0,0,2018,"Financial Year (Apr - Mar), 2018"
India,Castor oil,2018-19,Exports,619.38,6170.12,2018,"Financial Year (Apr - Mar), 2018"
India,Guargam meal,2018-19,Imports,0.72,5.9,2018,"Financial Year (Apr - Mar), 2018"
India,Fresh fruits,2018-19,Exports,823.09,5538.15,2018,"Financial Year (Apr - Mar), 2018"
India,Rice- Basmati,2018-19,Imports,0,0,2018,"Financial Year (Apr - Mar), 2018"
India,Animal casings,2018-19,Imports,0,0,2018,"Financial Year (Apr - Mar), 2018"
India,Total National Imports,2018-19,Imports,,3594674.22,2018,"Financial Year (Apr - Mar), 2018"
India,"Jute, raw",2018-19,Exports,25.65,107.74,2018,"Financial Year (Apr - Mar), 2018"
India,Cashew,2018-19,Imports,839.64,11162.32,2018,"Financial Year (Apr - Mar), 2018"
India,Tobacco manufactured,2018-19,Imports,,257.52,2018,"Financial Year (Apr - Mar), 2018"
India,Total Agricultural Imports,2018-19,Imports,,137019.46,2018,"Financial Year (Apr - Mar), 2018"
India,Spices,2018-19,Exports,1133.89,23217.77,2018,"Financial Year (Apr - Mar), 2018"
India,Floriculture products,2018-19,Exports,19.69,571.43,2018,"Financial Year (Apr - Mar), 2018"
India,Fruits/vegetable seeds,2018-19,Exports,17.53,866.31,2018,"Financial Year (Apr - Mar), 2018"
India,Groundnut,2018-19,Exports,489.19,3297.32,2018,"Financial Year (Apr - Mar), 2018"
India,Vegetable oils,2018-19,Imports,15019.3,69023.79,2018,"Financial Year (Apr - Mar), 2018"
India,Cotton raw including Waste,2018-19,Imports,299.27,4383.4,2018,"Financial Year (Apr - Mar), 2018"
India,Processed vegetables,2018-19,Imports,18.1,161.83,2018,"Financial Year (Apr - Mar), 2018"
India,Jute hessian,2018-19,Imports,,184.4,2018,"Financial Year (Apr - Mar), 2018"
India,Other meat,2018-19,Exports,0.85,13.73,2018,"Financial Year (Apr - Mar), 2018"
India,Cashew nut shell liquid,2018-19,Imports,6.61,21.05,2018,"Financial Year (Apr - Mar), 2018"
India,"Jute, raw",2018-19,Imports,57.25,235.86,2018,"Financial Year (Apr - Mar), 2018"
India,Misc processed items,2018-19,Imports,,2560.2,2018,"Financial Year (Apr - Mar), 2018"
India,Ayush and herbal products,2018-19,Imports,20.14,510.23,2018,"Financial Year (Apr - Mar), 2018"
India,Fruits/vegetable seeds,2018-19,Imports,19.73,835.81,2018,"Financial Year (Apr - Mar), 2018"
India,Vegetable oils,2018-19,Exports,49.96,744.58,2018,"Financial Year (Apr - Mar), 2018"
India,Cashew,2018-19,Exports,78.22,4579.17,2018,"Financial Year (Apr - Mar), 2018"
India,Tea,2018-19,Exports,270.31,5828.34,2018,"Financial Year (Apr - Mar), 2018"
India,Animal casings,2018-19,Exports,14.88,480.66,2018,"Financial Year (Apr - Mar), 2018"
India,Marine products,2018-19,Imports,56.93,1088.13,2018,"Financial Year (Apr - Mar), 2018"
India,Milled products,2018-19,Exports,307.42,1063.03,2018,"Financial Year (Apr - Mar), 2018"
India,Alcoholic beverages,2018-19,Exports,,2103.97,2018,"Financial Year (Apr - Mar), 2018"
India,Ayush and herbal products,2018-19,Exports,108.05,3127.26,2018,"Financial Year (Apr - Mar), 2018"
India,Milled products,2018-19,Imports,4.18,15.6,2018,"Financial Year (Apr - Mar), 2018"
India,Coffee,2018-19,Exports,282.84,5721.98,2018,"Financial Year (Apr - Mar), 2018"
India,Mollases,2018-19,Exports,845.96,586.8,2018,"Financial Year (Apr - Mar), 2018"
India,Poultry products,2018-19,Exports,,687.22,2018,"Financial Year (Apr - Mar), 2018"
India,Other oil seeds,2018-19,Imports,220.48,745.35,2018,"Financial Year (Apr - Mar), 2018"
India,Alcoholic beverages,2018-19,Imports,,4678.72,2018,"Financial Year (Apr - Mar), 2018"
India,Fresh fruits,2018-19,Imports,1124.18,13931.65,2018,"Financial Year (Apr - Mar), 2018"
India,Coffee,2018-19,Imports,82.77,958.59,2018,"Financial Year (Apr - Mar), 2018"
India,Rice- Basmati,2018-19,Exports,4414.61,32804.3,2018,"Financial Year (Apr - Mar), 2018"
India,Cashew nut shell liquid,2018-19,Exports,5.3,26.91,2018,"Financial Year (Apr - Mar), 2018"
India,Processed fruits and juices,2018-19,Exports,594.49,4481.25,2018,"Financial Year (Apr - Mar), 2018"
India,Processed meat,2018-19,Exports,0.41,13.92,2018,"Financial Year (Apr - Mar), 2018"
India,Floriculture products,2018-19,Imports,6.37,174.09,2018,"Financial Year (Apr - Mar), 2018"
India,Sugar,2018-19,Imports,1490.61,3175.39,2018,"Financial Year (Apr - Mar), 2018"
India,Cocoa products,2018-19,Imports,87.6,1845.89,2018,"Financial Year (Apr - Mar), 2018"
India,Rice (other than Basmati),2018-19,Exports,7648,21171.17,2018,"Financial Year (Apr - Mar), 2018"
India,Guargam meal,2018-19,Exports,513.22,4707.05,2018,"Financial Year (Apr - Mar), 2018"
India,Oil meals,2018-19,Imports,504,869.56,2018,"Financial Year (Apr - Mar), 2018"
India,Mollases,2018-19,Imports,4.47,1.38,2018,"Financial Year (Apr - Mar), 2018"
India,Sheep/goat meat,2018-19,Exports,21.67,867.53,2018,"Financial Year (Apr - Mar), 2018"
India,Sesame seeds,2018-19,Imports,87.54,875.17,2018,"Financial Year (Apr - Mar), 2018"
India,Sesame seeds,2018-19,Exports,312,3761.62,2018,"Financial Year (Apr - Mar), 2018"
India,Wheat,2018-19,Exports,226.63,424.47,2018,"Financial Year (Apr - Mar), 2018"
India,Shellac,2018-19,Imports,0.64,19.35,2018,"Financial Year (Apr - Mar), 2018"
India,Poultry products,2018-19,Imports,,41.8,2018,"Financial Year (Apr - Mar), 2018"
India,Cereal preparations,2018-19,Imports,90.58,971.36,2018,"Financial Year (Apr - Mar), 2018"
India,Spices,2018-19,Imports,240.56,7932.7,2018,"Financial Year (Apr - Mar), 2018"
India,Shellac,2018-19,Exports,7,304.79,2018,"Financial Year (Apr - Mar), 2018"
India,Other oil seeds,2018-19,Exports,213.84,926.75,2018,"Financial Year (Apr - Mar), 2018"
India,Other cereals,2018-19,Exports,1257.24,2426.07,2018,"Financial Year (Apr - Mar), 2018"
India,Dairy products,2018-19,Imports,13.64,254.12,2018,"Financial Year (Apr - Mar), 2018"
India,Cereal preparations,2018-19,Exports,347.81,3859.46,2018,"Financial Year (Apr - Mar), 2018"
India,Niger seeds,2018-19,Imports,8.66,40.62,2018,"Financial Year (Apr - Mar), 2018"
India,Processed meat,2018-19,Imports,0.12,4.14,2018,"Financial Year (Apr - Mar), 2018"
India,Tea,2018-19,Imports,28.85,417.96,2018,"Financial Year (Apr - Mar), 2018"
India,Processed fruits and juices,2018-19,Imports,59.12,909.34,2018,"Financial Year (Apr - Mar), 2018"
India,Pulses,2018-19,Exports,287.13,1801.51,2018,"Financial Year (Apr - Mar), 2018"
India,Cocoa products,2018-19,Exports,27.61,1350.86,2018,"Financial Year (Apr - Mar), 2018"
India,Pulses,2019-20,Exports,232.08,1511.8,2019,"Financial Year (Apr - Mar), 2019"
India,Tea,2019-20,Imports,21.94,411.06,2019,"Financial Year (Apr - Mar), 2019"
India,Coffee,2019-20,Imports,88.09,962.16,2019,"Financial Year (Apr - Mar), 2019"
India,Rice- Basmati,2019-20,Imports,0,0,2019,"Financial Year (Apr - Mar), 2019"
India,Rice (other than Basmati),2019-20,Imports,5.64,78.75,2019,"Financial Year (Apr - Mar), 2019"
India,Wheat,2019-20,Imports,1.88,4.63,2019,"Financial Year (Apr - Mar), 2019"
India,Other cereals,2019-20,Imports,673.06,1221.12,2019,"Financial Year (Apr - Mar), 2019"
India,Pulses,2019-20,Imports,2898.08,10221.45,2019,"Financial Year (Apr - Mar), 2019"
India,Tobacco unmanufactured,2019-20,Imports,4.77,154.73,2019,"Financial Year (Apr - Mar), 2019"
India,Tobacco manufactured,2019-20,Imports,,237.2,2019,"Financial Year (Apr - Mar), 2019"
India,Spices,2019-20,Imports,320.94,10186.93,2019,"Financial Year (Apr - Mar), 2019"
India,Cashew,2019-20,Imports,941.42,9026.34,2019,"Financial Year (Apr - Mar), 2019"
India,Cashew nut shell liquid,2019-20,Imports,8.67,22.94,2019,"Financial Year (Apr - Mar), 2019"
India,Sesame seeds,2019-20,Imports,146.99,1450.19,2019,"Financial Year (Apr - Mar), 2019"
India,Niger seeds,2019-20,Imports,4.7,24.43,2019,"Financial Year (Apr - Mar), 2019"
India,Groundnut,2019-20,Imports,1.95,11.47,2019,"Financial Year (Apr - Mar), 2019"
India,Other oil seeds,2019-20,Imports,410.94,1527.78,2019,"Financial Year (Apr - Mar), 2019"
India,Vegetable oils,2019-20,Imports,14722.11,68558.16,2019,"Financial Year (Apr - Mar), 2019"
India,Oil meals,2019-20,Imports,859.8,1519.48,2019,"Financial Year (Apr - Mar), 2019"
India,Guargam meal,2019-20,Imports,2.15,25.9,2019,"Financial Year (Apr - Mar), 2019"
India,Castor oil,2019-20,Imports,0.14,8.03,2019,"Financial Year (Apr - Mar), 2019"
India,Shellac,2019-20,Imports,0.85,23.49,2019,"Financial Year (Apr - Mar), 2019"
India,Sugar,2019-20,Imports,1117.73,2473.25,2019,"Financial Year (Apr - Mar), 2019"
India,Mollases,2019-20,Imports,31.72,10.21,2019,"Financial Year (Apr - Mar), 2019"
India,Fruits/vegetable seeds,2019-20,Imports,17.78,851.79,2019,"Financial Year (Apr - Mar), 2019"
India,Fresh fruits,2019-20,Imports,993.73,14137.09,2019,"Financial Year (Apr - Mar), 2019"
India,Fresh vegetables,2019-20,Imports,150.1,594.82,2019,"Financial Year (Apr - Mar), 2019"
India,Processed vegetables,2019-20,Imports,33.62,253.68,2019,"Financial Year (Apr - Mar), 2019"
India,Processed fruits and juices,2019-20,Imports,54.1,771.22,2019,"Financial Year (Apr - Mar), 2019"
India,Cereal preparations,2019-20,Imports,95.94,1007.66,2019,"Financial Year (Apr - Mar), 2019"
India,Cocoa products,2019-20,Imports,85.28,1833.97,2019,"Financial Year (Apr - Mar), 2019"
India,Milled products,2019-20,Imports,4.33,16.11,2019,"Financial Year (Apr - Mar), 2019"
India,Misc processed items,2019-20,Imports,,2635.85,2019,"Financial Year (Apr - Mar), 2019"
India,Animal casings,2019-20,Imports,0,0,2019,"Financial Year (Apr - Mar), 2019"
India,Buffalo meat,2019-20,Imports,0,0,2019,"Financial Year (Apr - Mar), 2019"
India,Sheep/goat meat,2019-20,Imports,0.16,13.21,2019,"Financial Year (Apr - Mar), 2019"
India,Other meat,2019-20,Imports,0.95,32.82,2019,"Financial Year (Apr - Mar), 2019"
India,Processed meat,2019-20,Imports,0.12,4.52,2019,"Financial Year (Apr - Mar), 2019"
India,Dairy products,2019-20,Imports,20.42,371.68,2019,"Financial Year (Apr - Mar), 2019"
India,Poultry products,2019-20,Imports,,40.44,2019,"Financial Year (Apr - Mar), 2019"
India,Floriculture products,2019-20,Imports,7.2,229.64,2019,"Financial Year (Apr - Mar), 2019"
India,Alcoholic beverages,2019-20,Imports,,4643.52,2019,"Financial Year (Apr - Mar), 2019"
India,Marine products,2019-20,Imports,72.41,1290.17,2019,"Financial Year (Apr - Mar), 2019"
India,Ayush and herbal products,2019-20,Imports,41.21,598.49,2019,"Financial Year (Apr - Mar), 2019"
India,"Jute, raw",2019-20,Imports,77.18,350.39,2019,"Financial Year (Apr - Mar), 2019"
India,Jute hessian,2019-20,Imports,,237.83,2019,"Financial Year (Apr - Mar), 2019"
India,Cotton raw including Waste,2019-20,Imports,744.33,9371.21,2019,"Financial Year (Apr - Mar), 2019"
India,Total Agricultural Imports,2019-20,Imports,,147445.81,2019,"Financial Year (Apr - Mar), 2019"
India,Total National Imports,2019-20,Imports,,3360954.45,2019,"Financial Year (Apr - Mar), 2019"
India,Percentage Share of Agricultural Imports in National Imports,2019-20,Imports,,4.39,2019,"Financial Year (Apr - Mar), 2019"
India,Tea,2019-20,Exports,254.8,5851.11,2019,"Financial Year (Apr - Mar), 2019"
India,Coffee,2019-20,Exports,257.03,5236.76,2019,"Financial Year (Apr - Mar), 2019"
India,Rice- Basmati,2019-20,Exports,4454.77,31026.33,2019,"Financial Year (Apr - Mar), 2019"
India,Rice (other than Basmati),2019-20,Exports,5056.28,14400.32,2019,"Financial Year (Apr - Mar), 2019"
India,Wheat,2019-20,Exports,219.69,444.2,2019,"Financial Year (Apr - Mar), 2019"
India,Other cereals,2019-20,Exports,501.12,1454.71,2019,"Financial Year (Apr - Mar), 2019"
India,Tobacco unmanufactured,2019-20,Exports,181.84,3761.37,2019,"Financial Year (Apr - Mar), 2019"
India,Tobacco manufactured,2019-20,Exports,,2648.02,2019,"Financial Year (Apr - Mar), 2019"
India,Spices,2019-20,Exports,1193.44,25642.04,2019,"Financial Year (Apr - Mar), 2019"
India,Cashew,2019-20,Exports,84.37,4018.35,2019,"Financial Year (Apr - Mar), 2019"
India,Cashew nut shell liquid,2019-20,Exports,4.61,23.09,2019,"Financial Year (Apr - Mar), 2019"
India,Sesame seeds,2019-20,Exports,282.26,3723.31,2019,"Financial Year (Apr - Mar), 2019"
India,Niger seeds,2019-20,Exports,13.83,106.01,2019,"Financial Year (Apr - Mar), 2019"
India,Groundnut,2019-20,Exports,664.44,5096.39,2019,"Financial Year (Apr - Mar), 2019"
India,Other oil seeds,2019-20,Exports,89.64,437.42,2019,"Financial Year (Apr - Mar), 2019"
India,Vegetable oils,2019-20,Exports,85.24,1208.65,2019,"Financial Year (Apr - Mar), 2019"
India,Oil meals,2019-20,Exports,2655.79,5861.35,2019,"Financial Year (Apr - Mar), 2019"
India,Guargam meal,2019-20,Exports,381.88,3261.6,2019,"Financial Year (Apr - Mar), 2019"
India,Castor oil,2019-20,Exports,593.91,6323.84,2019,"Financial Year (Apr - Mar), 2019"
India,Shellac,2019-20,Exports,7.17,411.94,2019,"Financial Year (Apr - Mar), 2019"
India,Sugar,2019-20,Exports,5798.53,13981.56,2019,"Financial Year (Apr - Mar), 2019"
India,Mollases,2019-20,Exports,593.62,517.51,2019,"Financial Year (Apr - Mar), 2019"
India,Fruits/vegetable seeds,2019-20,Exports,19.22,771.66,2019,"Financial Year (Apr - Mar), 2019"
India,Fresh fruits,2019-20,Exports,834.84,5496.38,2019,"Financial Year (Apr - Mar), 2019"
India,Fresh vegetables,2019-20,Exports,1930.51,4617.34,2019,"Financial Year (Apr - Mar), 2019"
India,Processed vegetables,2019-20,Exports,223.31,2212.03,2019,"Financial Year (Apr - Mar), 2019"
India,Processed fruits and juices,2019-20,Exports,568.88,4590.96,2019,"Financial Year (Apr - Mar), 2019"
India,Cereal preparations,2019-20,Exports,342.65,3885.3,2019,"Financial Year (Apr - Mar), 2019"
India,Cocoa products,2019-20,Exports,27.43,1274.69,2019,"Financial Year (Apr - Mar), 2019"
India,Milled products,2019-20,Exports,286.45,1074.62,2019,"Financial Year (Apr - Mar), 2019"
India,Misc processed items,2019-20,Exports,,4586.8,2019,"Financial Year (Apr - Mar), 2019"
India,Animal casings,2019-20,Exports,12.82,398.5,2019,"Financial Year (Apr - Mar), 2019"
India,Buffalo meat,2019-20,Exports,1152.32,22661.12,2019,"Financial Year (Apr - Mar), 2019"
India,Sheep/goat meat,2019-20,Exports,14.37,654.05,2019,"Financial Year (Apr - Mar), 2019"
India,Other meat,2019-20,Exports,1.05,16.57,2019,"Financial Year (Apr - Mar), 2019"
India,Processed meat,2019-20,Exports,0.44,15.25,2019,"Financial Year (Apr - Mar), 2019"
India,Dairy products,2019-20,Exports,111.17,1983.84,2019,"Financial Year (Apr - Mar), 2019"
India,Poultry products,2019-20,Exports,,574.65,2019,"Financial Year (Apr - Mar), 2019"
India,Floriculture products,2019-20,Exports,16.95,541.61,2019,"Financial Year (Apr - Mar), 2019"
India,Alcoholic beverages,2019-20,Exports,,1649.31,2019,"Financial Year (Apr - Mar), 2019"
India,Marine products,2019-20,Exports,1329.03,47618.1,2019,"Financial Year (Apr - Mar), 2019"
India,Ayush and herbal products,2019-20,Exports,92.24,3033.04,2019,"Financial Year (Apr - Mar), 2019"
India,"Jute, raw",2019-20,Exports,21.66,103.48,2019,"Financial Year (Apr - Mar), 2019"
India,Jute hessian,2019-20,Exports,,729.54,2019,"Financial Year (Apr - Mar), 2019"
India,Cotton raw including Waste,2019-20,Exports,657.81,7539.53,2019,"Financial Year (Apr - Mar), 2019"
India,Total Agricultural Exports,2019-20,Exports,,252976.06,2019,"Financial Year (Apr - Mar), 2019"
India,Total National Exports,2019-20,Exports,,2219854.17,2019,"Financial Year (Apr - Mar), 2019"
India,Percentage Share of Agricultural Exports in National Exports,2019-20,Exports,,11.4,2019,"Financial Year (Apr - Mar), 2019"
India,Sheep/goat meat,2020-21,Exports,7.11,330.45,2020,"Financial Year (Apr - Mar), 2020"
India,Castor oil,2020-21,Exports,734.34,6801.99,2020,"Financial Year (Apr - Mar), 2020"
India,Guargam meal,2020-21,Exports,234.88,1949.09,2020,"Financial Year (Apr - Mar), 2020"
India,Oil meals,2020-21,Exports,4366.55,11688.56,2020,"Financial Year (Apr - Mar), 2020"
India,Vegetable oils,2020-21,Exports,302.22,4453.17,2020,"Financial Year (Apr - Mar), 2020"
India,Spices,2020-21,Imports,344.21,8070.53,2020,"Financial Year (Apr - Mar), 2020"
India,Other meat,2020-21,Exports,0.89,18.06,2020,"Financial Year (Apr - Mar), 2020"
India,Other oil seeds,2020-21,Exports,84.57,455.63,2020,"Financial Year (Apr - Mar), 2020"
India,Groundnut,2020-21,Exports,638.32,5380.24,2020,"Financial Year (Apr - Mar), 2020"
India,Niger seeds,2020-21,Exports,19.59,160.23,2020,"Financial Year (Apr - Mar), 2020"
India,Sesame seeds,2020-21,Exports,273.26,3159.47,2020,"Financial Year (Apr - Mar), 2020"
India,Cashew nut shell liquid,2020-21,Exports,3.74,19.72,2020,"Financial Year (Apr - Mar), 2020"
India,Tobacco manufactured,2020-21,Imports,,159.09,2020,"Financial Year (Apr - Mar), 2020"
India,Processed meat,2020-21,Exports,0.78,12.65,2020,"Financial Year (Apr - Mar), 2020"
India,Cashew,2020-21,Exports,70.11,3112.22,2020,"Financial Year (Apr - Mar), 2020"
India,Spices,2020-21,Exports,1607.06,29529.39,2020,"Financial Year (Apr - Mar), 2020"
India,Tobacco manufactured,2020-21,Exports,,2656.53,2020,"Financial Year (Apr - Mar), 2020"
India,Tobacco unmanufactured,2020-21,Exports,178.3,3840.46,2020,"Financial Year (Apr - Mar), 2020"
India,Pulses,2020-21,Exports,276.93,1977.63,2020,"Financial Year (Apr - Mar), 2020"
India,Tobacco unmanufactured,2020-21,Imports,7.21,129.1,2020,"Financial Year (Apr - Mar), 2020"
India,Dairy products,2020-21,Exports,118.33,2391.2,2020,"Financial Year (Apr - Mar), 2020"
India,Other cereals,2020-21,Exports,3075.66,5198.42,2020,"Financial Year (Apr - Mar), 2020"
India,Wheat,2020-21,Exports,2154.97,4173.08,2020,"Financial Year (Apr - Mar), 2020"
India,Rice (other than Basmati),2020-21,Exports,13149.21,35557.03,2020,"Financial Year (Apr - Mar), 2020"
India,Rice- Basmati,2020-21,Exports,4630.21,29847.7,2020,"Financial Year (Apr - Mar), 2020"
India,Coffee,2020-21,Exports,245.21,5339.65,2020,"Financial Year (Apr - Mar), 2020"
India,Pulses,2020-21,Imports,2466.16,11937.59,2020,"Financial Year (Apr - Mar), 2020"
India,Poultry products,2020-21,Exports,,435.5,2020,"Financial Year (Apr - Mar), 2020"
India,Tea,2020-21,Exports,212.69,5603.5,2020,"Financial Year (Apr - Mar), 2020"
India,Percentage Share of Agricultural Imports in National Imports,2020-21,Imports,,5.3,2020,"Financial Year (Apr - Mar), 2020"
India,Total National Imports,2020-21,Imports,,2915958,2020,"Financial Year (Apr - Mar), 2020"
India,Total Agricultural Imports,2020-21,Imports,,154510.72,2020,"Financial Year (Apr - Mar), 2020"
India,Cotton raw including Waste,2020-21,Imports,231.36,2861.19,2020,"Financial Year (Apr - Mar), 2020"
India,Other cereals,2020-21,Imports,134.79,331.1,2020,"Financial Year (Apr - Mar), 2020"
India,Floriculture products,2020-21,Exports,15.7,575.99,2020,"Financial Year (Apr - Mar), 2020"
India,Jute hessian,2020-21,Imports,,267.11,2020,"Financial Year (Apr - Mar), 2020"
India,"Jute, raw",2020-21,Imports,28.88,179.28,2020,"Financial Year (Apr - Mar), 2020"
